investor_id,investor_name,city,age_group,fund_name,monthly_investment,sip_start_date,sip_end_date,missed_payments,status,churn
INV00885,Meena Chopra,Lucknow,25-35,Aditya Birla SL Frontline Equity,5500,2017-01-01,2020-07-01,54,stopped,1
INV00886,Pooja Mehta,Kochi,36-45,Aditya Birla SL Frontline Equity,2000,2020-03-01,,24,active,0
INV00887,Suresh Yadav,Vadodara,55+,Mirae Asset Emerging Bluechip Fund,10500,2018-11-01,2020-12-01,30,stopped,1
INV00888,Sunita Kapoor,Visakhapatnam,36-45,Franklin India Prima Fund,18500,2017-03-01,2022-04-01,53,stopped,1
INV00889,Anil Kapoor,Lucknow,55+,Parag Parikh Flexi Cap Fund,7000,2018-08-01,2023-07-01,21,stopped,1
INV00890,Karthik Sinha,Chennai,46-55,Mirae Asset Emerging Bluechip Fund,5000,2018-11-01,2021-06-01,25,stopped,1
INV00891,Lata Pandey,Delhi,46-55,SBI Small Cap Fund,1000,2019-12-01,2021-03-01,29,stopped,1
INV00892,Priya Mishra,Nagpur,46-55,Kotak Emerging Equity Fund,5500,2018-06-01,,45,active,0
INV00893,Anil Joshi,Hyderabad,25-35,Mirae Asset Emerging Bluechip Fund,4500,2022-07-01,2023-04-01,16,stopped,1
INV00894,Vivek Agarwal,Chandigarh,36-45,Kotak Emerging Equity Fund,6500,2020-12-01,,21,active,0
INV00895,Rohini Nair,Mumbai,46-55,Nippon India Growth Fund,7000,2017-07-01,,44,active,0
INV00896,Kavya Verma,Chandigarh,25-35,UTI Flexi Cap Fund,3500,2015-02-01,2019-05-01,52,stopped,1
INV00897,Rohan Mishra,Ahmedabad,25-35,SBI Small Cap Fund,15500,2019-03-01,,29,active,0
INV00898,Sunita Chopra,Surat,36-45,Axis Bluechip Fund,1000,2018-01-01,,42,active,0
INV00899,Karthik Joshi,Delhi,55+,Parag Parikh Flexi Cap Fund,2500,2021-01-01,,22,active,0
INV00900,Vivek Gupta,Jaipur,25-35,HDFC Mid-Cap Opportunities Fund,6000,2017-01-01,2019-05-01,43,stopped,1
INV00901,Manish Agarwal,Hyderabad,25-35,HDFC Flexi Cap Fund,5000,2017-01-01,2020-05-01,39,stopped,1
INV00902,Gaurav Shukla,Surat,36-45,Kotak Emerging Equity Fund,13500,2019-09-01,2024-10-01,33,stopped,1
INV00903,Seema Menon,Indore,25-35,HDFC Mid-Cap Opportunities Fund,1500,2018-02-01,2019-11-01,46,stopped,1
INV00904,Swati Mehta,Surat,25-35,Nippon India Growth Fund,4500,2017-05-01,,34,active,0
INV00905,Sunil Verma,Lucknow,36-45,SBI Small Cap Fund,5500,2019-05-01,,39,active,0
INV00906,Rajesh Rao,Mumbai,25-35,HDFC Mid-Cap Opportunities Fund,2000,2019-06-01,,35,active,0
INV00907,Sneha Pandey,Visakhapatnam,25-35,SBI Bluechip Fund,14500,2015-04-01,2018-03-01,47,stopped,1
INV00908,Rohini Joshi,Kochi,25-35,Mirae Asset Emerging Bluechip Fund,14000,2015-12-01,,42,active,0
INV00909,Anjali Patel,Vadodara,25-35,Axis Bluechip Fund,3500,2016-06-01,,35,active,0
INV00910,Rekha Sinha,Surat,36-45,SBI Bluechip Fund,3500,2017-05-01,,45,active,0
INV00911,Karthik Gupta,Delhi,36-45,HDFC Mid-Cap Opportunities Fund,2000,2019-07-01,2021-01-01,29,stopped,1
INV00912,Kavya Chauhan,Lucknow,25-35,Mirae Asset Emerging Bluechip Fund,2000,2018-10-01,,29,active,0
INV00913,Archana Gupta,Delhi,55+,ICICI Pru Value Discovery Fund,4000,2016-07-01,,37,active,0
INV00914,Karthik Gupta,Hyderabad,36-45,Kotak Emerging Equity Fund,13500,2018-01-01,,48,active,0
INV00915,Amit Mehta,Kolkata,46-55,UTI Flexi Cap Fund,1500,2015-07-01,2017-06-01,48,stopped,1
INV00916,Pranav Shukla,Kolkata,25-35,Kotak Emerging Equity Fund,3500,2018-12-01,2024-04-01,27,stopped,1
INV00917,Sunita Reddy,Pune,36-45,Axis Bluechip Fund,3500,2015-11-01,2022-01-01,42,stopped,1
INV00918,Ananya Singh,Kochi,25-35,HDFC Mid-Cap Opportunities Fund,1500,2019-10-01,,24,active,0
INV00919,Preeti Kumar,Chennai,46-55,ICICI Pru Value Discovery Fund,3500,2019-07-01,,21,active,0
INV00920,Anjali Rao,Jaipur,25-35,Axis Long Term Equity Fund,7500,2022-02-01,2022-10-01,12,stopped,1
INV00921,Neha Rao,Chennai,25-35,ICICI Pru Bluechip Fund,12000,2021-12-01,2023-01-01,12,stopped,1
INV00922,Amit Saxena,Kochi,36-45,Mirae Asset Large Cap Fund,3500,2015-04-01,,39,active,0
INV00923,Nitin Shukla,Kochi,36-45,SBI Small Cap Fund,8000,2018-03-01,2020-03-01,48,stopped,1
INV00924,Sanjay Mishra,Mumbai,46-55,Kotak Standard Multicap Fund,7000,2016-10-01,2018-03-01,45,stopped,1
INV00925,Harish Chaudhary,Chennai,46-55,Kotak Emerging Equity Fund,4500,2016-04-01,2016-12-01,57,stopped,1
INV00926,Rohan Agarwal,Kolkata,25-35,Axis Bluechip Fund,6000,2016-08-01,2019-01-01,52,stopped,1
INV00927,Ravi Tiwari,Kochi,36-45,Axis Long Term Equity Fund,11000,2018-04-01,2020-05-01,38,stopped,1
INV00928,Rahul Joshi,Jaipur,25-35,Nippon India Small Cap Fund,4500,2018-04-01,,46,active,0
INV00929,Sneha Bansal,Jaipur,36-45,HDFC Mid-Cap Opportunities Fund,5000,2015-12-01,,52,active,0
INV00930,Arjun Joshi,Pune,46-55,ICICI Pru Value Discovery Fund,1500,2017-11-01,,36,active,0
INV00931,Ananya Iyer,Chennai,55+,Aditya Birla SL Frontline Equity,8500,2018-02-01,,28,active,0
INV00932,Preeti Mishra,Bangalore,36-45,Nippon India Small Cap Fund,1000,2019-01-01,2022-04-01,45,stopped,1
INV00933,Sunil Sharma,Visakhapatnam,36-45,Kotak Standard Multicap Fund,4000,2015-05-01,,50,active,0
INV00934,Rahul Tiwari,Chandigarh,25-35,HDFC Mid-Cap Opportunities Fund,2500,2016-12-01,2019-06-01,42,stopped,1
INV00935,Rahul Reddy,Chandigarh,36-45,Mirae Asset Large Cap Fund,3500,2019-08-01,,23,active,0
INV00936,Pooja Yadav,Mumbai,46-55,HDFC Flexi Cap Fund,11500,2020-07-01,,22,active,0
INV00937,Ashish Bansal,Nagpur,46-55,SBI Bluechip Fund,4000,2018-10-01,2024-08-01,28,stopped,1
INV00938,Seema Iyer,Hyderabad,25-35,HDFC Flexi Cap Fund,16000,2019-04-01,2023-08-01,26,stopped,1
INV00939,Lata Chopra,Mumbai,36-45,DSP Mid Cap Fund,7500,2015-01-01,,62,active,0
INV00940,Shweta Dubey,Pune,55+,Franklin India Prima Fund,20500,2017-02-01,2022-01-01,35,stopped,1
INV00941,Vikram Gupta,Jaipur,36-45,SBI Small Cap Fund,14500,2015-01-01,2017-01-01,63,stopped,1
INV00942,Puja Rao,Jaipur,36-45,SBI Small Cap Fund,13500,2018-08-01,2023-01-01,40,stopped,1
INV00943,Mala Agarwal,Lucknow,46-55,Parag Parikh Flexi Cap Fund,7000,2016-01-01,,28,active,0
INV00944,Meena Pandey,Vadodara,36-45,Franklin India Prima Fund,2000,2021-04-01,,23,active,0
INV00945,Rahul Kapoor,Hyderabad,36-45,HDFC Flexi Cap Fund,11500,2022-07-01,2024-11-01,13,stopped,1
INV00946,Pooja Mehta,Kochi,36-45,Aditya Birla SL Frontline Equity,9000,2016-10-01,,50,active,0
INV00947,Rohini Nair,Ahmedabad,25-35,Kotak Emerging Equity Fund,2500,2018-05-01,,44,active,0
INV00948,Ashish Joshi,Bhopal,36-45,ICICI Pru Bluechip Fund,10500,2017-03-01,2020-02-01,42,stopped,1
INV00949,Meena Nair,Delhi,25-35,SBI Small Cap Fund,6500,2021-12-01,2023-08-01,21,stopped,1
INV00950,Puja Iyer,Indore,46-55,SBI Bluechip Fund,7000,2015-12-01,2023-10-01,47,stopped,1
INV00951,Priya Chopra,Vadodara,36-45,HDFC Flexi Cap Fund,3500,2021-05-01,2024-07-01,12,stopped,1
INV00952,Vijay Sinha,Kochi,46-55,Axis Long Term Equity Fund,3500,2020-07-01,2024-01-01,17,stopped,1
INV00953,Ashish Singh,Jaipur,36-45,SBI Bluechip Fund,1000,2021-03-01,2024-08-01,18,stopped,1
INV00954,Rajesh Yadav,Kochi,25-35,UTI Flexi Cap Fund,5500,2020-05-01,2023-02-01,26,stopped,1
INV00955,Neha Malhotra,Surat,36-45,DSP Mid Cap Fund,9000,2015-06-01,2020-06-01,50,stopped,1
INV00956,Nandini Pillai,Chandigarh,25-35,SBI Small Cap Fund,3500,2016-05-01,,60,active,0
INV00957,Sunil Iyer,Chennai,46-55,Mirae Asset Large Cap Fund,3500,2016-10-01,2024-06-01,40,stopped,1
INV00958,Kavya Pandey,Chandigarh,25-35,Axis Bluechip Fund,1500,2022-06-01,2024-07-01,9,stopped,1
INV00959,Gaurav Bansal,Visakhapatnam,36-45,SBI Bluechip Fund,2000,2016-11-01,,43,active,0
INV00960,Suresh Bansal,Pune,55+,Axis Long Term Equity Fund,30000,2016-09-01,,45,active,0
INV00961,Divya Nair,Mumbai,25-35,Parag Parikh Flexi Cap Fund,15500,2015-07-01,,37,active,0
INV00962,Swati Bansal,Chennai,36-45,Franklin India Prima Fund,3000,2021-03-01,2024-02-01,23,stopped,1
INV00963,Sunil Mehta,Nagpur,25-35,SBI Small Cap Fund,2500,2019-03-01,,37,active,0
INV00964,Rohini Shukla,Kochi,36-45,Mirae Asset Large Cap Fund,2500,2018-10-01,2023-04-01,30,stopped,1
INV00965,Vivek Menon,Chennai,36-45,Canara Robeco Emerging Equities,12000,2021-02-01,,27,active,0
INV00966,Seema Chopra,Kolkata,46-55,Nippon India Small Cap Fund,11000,2020-07-01,2023-06-01,30,stopped,1
INV00967,Arjun Sinha,Pune,25-35,ICICI Pru Bluechip Fund,4000,2016-09-01,,39,active,0
INV00968,Kavya Yadav,Vadodara,36-45,Nippon India Growth Fund,11000,2020-06-01,2023-12-01,19,stopped,1
INV00969,Puja Pillai,Chandigarh,46-55,Axis Bluechip Fund,2500,2015-02-01,2022-03-01,50,stopped,1
INV00970,Vivek Joshi,Indore,46-55,Parag Parikh Flexi Cap Fund,3500,2022-11-01,,5,active,0
INV00971,Suresh Reddy,Hyderabad,46-55,Nippon India Growth Fund,5000,2020-12-01,2023-09-01,29,stopped,1
INV00972,Lata Patel,Lucknow,25-35,DSP Mid Cap Fund,4500,2020-01-01,2021-09-01,24,stopped,1
INV00973,Suresh Mehta,Surat,25-35,HDFC Flexi Cap Fund,8500,2015-04-01,,46,active,0
INV00974,Puja Patel,Mumbai,25-35,ICICI Pru Value Discovery Fund,5500,2017-04-01,2024-03-01,37,stopped,1
INV00975,Kuldeep Chauhan,Bhopal,36-45,Axis Bluechip Fund,4000,2016-10-01,,39,active,0
INV00976,Harish Chaudhary,Mumbai,36-45,Nippon India Small Cap Fund,12500,2018-02-01,2019-08-01,35,stopped,1
INV00977,Pranav Khanna,Surat,46-55,HDFC Flexi Cap Fund,1500,2017-11-01,2018-06-01,40,stopped,1
INV00978,Nitin Nair,Chandigarh,36-45,Axis Long Term Equity Fund,15500,2015-08-01,,40,active,0
INV00979,Pooja Menon,Lucknow,25-35,HDFC Mid-Cap Opportunities Fund,1000,2020-08-01,,34,active,0
INV00980,Kavya Dubey,Hyderabad,55+,SBI Small Cap Fund,12000,2022-12-01,,16,active,0
INV00981,Kuldeep Sharma,Chennai,25-35,UTI Flexi Cap Fund,5500,2021-02-01,2023-08-01,26,stopped,1
INV00982,Pooja Shukla,Bangalore,25-35,SBI Bluechip Fund,4000,2019-11-01,2023-11-01,37,stopped,1
INV00983,Sunita Agarwal,Indore,46-55,Kotak Standard Multicap Fund,9000,2021-03-01,,12,active,0
INV00984,Gaurav Nair,Visakhapatnam,36-45,Canara Robeco Emerging Equities,22000,2017-10-01,2024-03-01,55,stopped,1
INV00985,Yogesh Tiwari,Kolkata,36-45,Parag Parikh Flexi Cap Fund,6500,2017-03-01,,35,active,0
INV00986,Amit Mishra,Indore,25-35,ICICI Pru Value Discovery Fund,12500,2018-09-01,2020-09-01,26,stopped,1
INV00987,Preeti Mehta,Hyderabad,55+,UTI Flexi Cap Fund,5000,2022-10-01,,4,active,0
INV00988,Lata Verma,Bangalore,25-35,DSP Mid Cap Fund,12000,2018-12-01,,25,active,0
INV00989,Manish Shukla,Kolkata,25-35,SBI Bluechip Fund,7000,2018-05-01,,25,active,0
INV00990,Kavya Kumar,Bhopal,55+,Franklin India Prima Fund,500,2021-06-01,2024-01-01,25,stopped,1
INV00991,Suresh Pandey,Visakhapatnam,36-45,Axis Long Term Equity Fund,5000,2022-10-01,,11,active,0
INV00992,Archana Tiwari,Vadodara,25-35,Axis Long Term Equity Fund,4500,2021-01-01,,22,active,0
INV00993,Nitin Sharma,Indore,25-35,DSP Mid Cap Fund,7500,2022-04-01,2024-07-01,9,stopped,1
INV00994,Meena Kapoor,Lucknow,55+,Kotak Standard Multicap Fund,6000,2020-10-01,,20,active,0
INV00995,Harish Bansal,Ahmedabad,25-35,Mirae Asset Emerging Bluechip Fund,2500,2016-09-01,2021-12-01,33,stopped,1
INV00996,Yogesh Mehta,Kolkata,36-45,ICICI Pru Bluechip Fund,5000,2022-03-01,2022-09-01,16,stopped,1
INV00997,Anil Chauhan,Jaipur,25-35,HDFC Flexi Cap Fund,4500,2018-11-01,2022-05-01,24,stopped,1
INV00998,Harish Chaudhary,Bangalore,46-55,Kotak Emerging Equity Fund,3500,2016-02-01,2021-04-01,63,stopped,1
INV00999,Divya Reddy,Visakhapatnam,36-45,Canara Robeco Emerging Equities,4000,2022-04-01,2024-06-01,15,stopped,1
INV01000,Vikram Bansal,Bhopal,25-35,SBI Bluechip Fund,22500,2020-02-01,,20,active,0
INV01001,Rohini Chopra,Vadodara,46-55,Canara Robeco Emerging Equities,17500,2019-09-01,2022-12-01,28,stopped,1
INV01002,Arjun Patel,Mumbai,46-55,Parag Parikh Flexi Cap Fund,20500,2017-07-01,2022-09-01,20,stopped,1
INV01003,Divya Chauhan,Indore,46-55,UTI Flexi Cap Fund,4500,2018-03-01,2021-08-01,32,stopped,1
INV01004,Vikram Chopra,Bangalore,36-45,Mirae Asset Large Cap Fund,4500,2021-02-01,2022-10-01,19,stopped,1
INV01005,Rohan Patel,Bangalore,36-45,Axis Bluechip Fund,7500,2017-09-01,2019-10-01,38,stopped,1
INV01006,Preeti Gupta,Nagpur,25-35,Mirae Asset Large Cap Fund,2500,2020-08-01,,25,active,0
INV01007,Dinesh Iyer,Kolkata,25-35,SBI Small Cap Fund,17000,2020-08-01,,26,active,0
INV01008,Vikram Joshi,Indore,36-45,HDFC Flexi Cap Fund,2500,2022-04-01,2023-09-01,14,stopped,1
INV01009,Sanjay Menon,Mumbai,25-35,HDFC Mid-Cap Opportunities Fund,6500,2018-05-01,2022-12-01,29,stopped,1
INV01010,Geeta Sinha,Nagpur,55+,Canara Robeco Emerging Equities,8000,2021-10-01,,25,active,0
INV01011,Kavya Agarwal,Lucknow,36-45,Kotak Standard Multicap Fund,6000,2020-01-01,2022-12-01,26,stopped,1
INV01012,Rahul Saxena,Nagpur,25-35,Axis Long Term Equity Fund,3500,2020-08-01,2023-02-01,24,stopped,1
INV01013,Nandini Rao,Pune,36-45,Kotak Standard Multicap Fund,1000,2017-12-01,2021-10-01,49,stopped,1
INV01014,Rajesh Iyer,Kolkata,25-35,SBI Bluechip Fund,4500,2021-05-01,,9,active,0
INV01015,Karthik Rao,Kochi,36-45,SBI Bluechip Fund,6500,2015-08-01,,32,active,0
INV01016,Mala Iyer,Jaipur,36-45,Kotak Standard Multicap Fund,3000,2016-04-01,2017-10-01,39,stopped,1
INV01017,Sneha Chopra,Kochi,55+,Axis Long Term Equity Fund,9000,2018-08-01,,36,active,0
INV01018,Kuldeep Chaudhary,Chennai,36-45,Parag Parikh Flexi Cap Fund,2000,2020-04-01,2022-02-01,21,stopped,1
INV01019,Harish Gupta,Jaipur,46-55,Nippon India Growth Fund,14500,2021-03-01,,15,active,0
INV01020,Pranav Mehta,Kolkata,25-35,SBI Bluechip Fund,6000,2019-07-01,2022-09-01,38,stopped,1
INV01021,Sanjay Chauhan,Hyderabad,46-55,ICICI Pru Value Discovery Fund,13500,2021-09-01,,21,active,0
INV01022,Priya Bansal,Ahmedabad,25-35,Nippon India Small Cap Fund,4500,2017-03-01,2022-05-01,51,stopped,1
INV01023,Karthik Reddy,Chandigarh,25-35,Parag Parikh Flexi Cap Fund,11500,2017-06-01,2024-02-01,16,stopped,1
INV01024,Vijay Kumar,Kolkata,25-35,Franklin India Prima Fund,5500,2018-10-01,2024-10-01,33,stopped,1
INV01025,Gaurav Mishra,Visakhapatnam,46-55,Axis Long Term Equity Fund,4500,2016-03-01,2023-06-01,50,stopped,1
INV01026,Kuldeep Kumar,Delhi,25-35,Parag Parikh Flexi Cap Fund,23500,2022-03-01,,11,active,0
INV01027,Rekha Agarwal,Ahmedabad,46-55,Parag Parikh Flexi Cap Fund,9000,2017-01-01,2020-05-01,26,stopped,1
INV01028,Lata Bansal,Nagpur,25-35,Canara Robeco Emerging Equities,13500,2018-04-01,2023-06-01,42,stopped,1
INV01029,Puja Dubey,Vadodara,36-45,Aditya Birla SL Frontline Equity,4000,2016-06-01,2021-06-01,52,stopped,1
INV01030,Anil Saxena,Delhi,36-45,Nippon India Small Cap Fund,2500,2018-07-01,,41,active,0
INV01031,Amit Singh,Bangalore,25-35,Mirae Asset Emerging Bluechip Fund,5500,2016-03-01,2023-06-01,42,stopped,1
INV01032,Lata Shukla,Mumbai,36-45,UTI Flexi Cap Fund,8000,2015-11-01,,43,active,0
INV01033,Deepa Saxena,Chandigarh,46-55,Parag Parikh Flexi Cap Fund,11000,2015-01-01,2024-02-01,37,stopped,1
INV01034,Geeta Bansal,Indore,36-45,Axis Long Term Equity Fund,6000,2019-10-01,2020-11-01,20,stopped,1
INV01035,Sunil Iyer,Ahmedabad,25-35,SBI Small Cap Fund,7500,2015-05-01,,63,active,0
INV01036,Puja Pillai,Kochi,25-35,SBI Bluechip Fund,11000,2019-05-01,2021-09-01,36,stopped,1
INV01037,Manoj Tiwari,Vadodara,25-35,Aditya Birla SL Frontline Equity,7000,2015-09-01,2024-07-01,39,stopped,1
INV01038,Sunita Agarwal,Jaipur,36-45,ICICI Pru Value Discovery Fund,8000,2017-06-01,2021-01-01,39,stopped,1
INV01039,Arjun Reddy,Jaipur,46-55,Aditya Birla SL Frontline Equity,500,2021-11-01,2022-12-01,18,stopped,1
INV01040,Pranav Iyer,Visakhapatnam,55+,HDFC Mid-Cap Opportunities Fund,1000,2017-04-01,2024-06-01,36,stopped,1
INV01041,Swati Tiwari,Surat,55+,SBI Small Cap Fund,4500,2017-10-01,2024-01-01,57,stopped,1
INV01042,Nitin Sinha,Vadodara,36-45,Franklin India Prima Fund,2000,2015-06-01,,74,active,0
INV01043,Rahul Yadav,Hyderabad,36-45,Axis Bluechip Fund,11500,2017-01-01,,49,active,0
INV01044,Nandini Saxena,Visakhapatnam,25-35,HDFC Flexi Cap Fund,5000,2022-07-01,,10,active,0
INV01045,Rohini Dubey,Bhopal,36-45,Parag Parikh Flexi Cap Fund,10000,2018-09-01,,21,active,0
INV01046,Ananya Shukla,Pune,25-35,Parag Parikh Flexi Cap Fund,12000,2017-01-01,2021-06-01,24,stopped,1
INV01047,Neha Tiwari,Vadodara,25-35,SBI Bluechip Fund,5000,2015-03-01,,57,active,0
INV01048,Geeta Mehta,Chandigarh,46-55,Canara Robeco Emerging Equities,9000,2019-11-01,2024-04-01,36,stopped,1
INV01049,Mala Iyer,Delhi,55+,SBI Small Cap Fund,8000,2022-01-01,2024-03-01,19,stopped,1
INV01050,Kuldeep Chaudhary,Bangalore,36-45,SBI Bluechip Fund,3000,2019-03-01,2024-07-01,35,stopped,1
INV01051,Manish Sharma,Nagpur,36-45,Axis Long Term Equity Fund,2000,2017-01-01,2018-03-01,46,stopped,1
INV01052,Sneha Chaudhary,Surat,46-55,Axis Bluechip Fund,3000,2015-05-01,2023-09-01,57,stopped,1
INV01053,Kuldeep Iyer,Delhi,36-45,Nippon India Small Cap Fund,11000,2016-06-01,2021-04-01,44,stopped,1
INV01054,Kuldeep Pillai,Hyderabad,36-45,ICICI Pru Bluechip Fund,3500,2020-10-01,,24,active,0
INV01055,Kuldeep Patel,Visakhapatnam,36-45,ICICI Pru Value Discovery Fund,1500,2015-07-01,,52,active,0
INV01056,Sneha Mehta,Bhopal,36-45,DSP Mid Cap Fund,2500,2021-03-01,2023-07-01,21,stopped,1
INV01057,Lakshmi Shukla,Indore,36-45,ICICI Pru Bluechip Fund,12500,2020-06-01,,24,active,0
INV01058,Pranav Malhotra,Chandigarh,36-45,ICICI Pru Bluechip Fund,8000,2016-09-01,2020-05-01,35,stopped,1
INV01059,Meena Tiwari,Lucknow,46-55,UTI Flexi Cap Fund,11000,2015-07-01,2020-05-01,58,stopped,1
INV01060,Kavya Malhotra,Nagpur,36-45,Parag Parikh Flexi Cap Fund,2000,2020-11-01,2022-08-01,16,stopped,1
INV01061,Vijay Menon,Lucknow,46-55,Nippon India Growth Fund,3000,2020-04-01,2021-05-01,22,stopped,1
INV01062,Vivek Patel,Bhopal,25-35,Aditya Birla SL Frontline Equity,11000,2017-07-01,,30,active,0
INV01063,Suresh Joshi,Bangalore,36-45,Axis Long Term Equity Fund,8000,2016-04-01,2020-07-01,53,stopped,1
INV01064,Nandini Iyer,Jaipur,25-35,ICICI Pru Bluechip Fund,2000,2015-08-01,2016-11-01,54,stopped,1
INV01065,Pooja Joshi,Chennai,46-55,Nippon India Growth Fund,6000,2017-02-01,,44,active,0
INV01066,Pooja Reddy,Indore,36-45,UTI Flexi Cap Fund,3000,2022-08-01,2023-08-01,11,stopped,1
INV01067,Rahul Verma,Vadodara,46-55,Aditya Birla SL Frontline Equity,4000,2019-10-01,2023-06-01,22,stopped,1
INV01068,Rohini Bansal,Hyderabad,36-45,Canara Robeco Emerging Equities,4500,2020-06-01,2021-05-01,31,stopped,1
INV01069,Vijay Reddy,Chandigarh,46-55,UTI Flexi Cap Fund,4000,2017-07-01,2020-08-01,44,stopped,1
INV01070,Ananya Chopra,Lucknow,55+,HDFC Mid-Cap Opportunities Fund,4500,2018-08-01,,34,active,0
INV01071,Preeti Bansal,Indore,36-45,Nippon India Small Cap Fund,9000,2021-04-01,,33,active,0
INV01072,Lakshmi Agarwal,Ahmedabad,25-35,SBI Small Cap Fund,5500,2018-01-01,2024-11-01,43,stopped,1
INV01073,Sunita Malhotra,Surat,55+,Aditya Birla SL Frontline Equity,5500,2016-09-01,,45,active,0
INV01074,Sunil Gupta,Ahmedabad,46-55,HDFC Flexi Cap Fund,4000,2022-04-01,,17,active,0
INV01075,Manoj Saxena,Mumbai,25-35,Axis Long Term Equity Fund,3000,2017-11-01,,48,active,0
INV01076,Rahul Joshi,Surat,36-45,DSP Mid Cap Fund,6000,2016-04-01,,49,active,0
INV01077,Karthik Patel,Kolkata,25-35,Kotak Standard Multicap Fund,16000,2016-12-01,2022-08-01,28,stopped,1
INV01078,Rohini Yadav,Mumbai,36-45,HDFC Flexi Cap Fund,11000,2018-08-01,,41,active,0
INV01079,Preeti Chopra,Bhopal,25-35,DSP Mid Cap Fund,5000,2020-11-01,,29,active,0
INV01080,Gaurav Singh,Lucknow,55+,SBI Bluechip Fund,2500,2019-10-01,2024-09-01,24,stopped,1
INV01081,Vijay Pandey,Visakhapatnam,55+,Axis Long Term Equity Fund,6000,2020-01-01,,28,active,0
INV01082,Seema Pillai,Chandigarh,36-45,SBI Bluechip Fund,24000,2019-07-01,,29,active,0
INV01083,Lakshmi Saxena,Delhi,46-55,ICICI Pru Bluechip Fund,5000,2019-04-01,,17,active,0
INV01084,Rekha Gupta,Nagpur,36-45,Canara Robeco Emerging Equities,5500,2022-05-01,,24,active,0
INV01085,Yogesh Chaudhary,Hyderabad,55+,SBI Small Cap Fund,2500,2019-12-01,2023-07-01,44,stopped,1
INV01086,Vivek Bansal,Ahmedabad,25-35,Axis Long Term Equity Fund,1500,2017-05-01,2021-01-01,42,stopped,1
INV01087,Meena Bansal,Kolkata,46-55,Parag Parikh Flexi Cap Fund,2500,2016-09-01,2020-12-01,28,stopped,1
INV01088,Rohini Kapoor,Nagpur,36-45,Axis Long Term Equity Fund,2500,2015-01-01,2020-01-01,69,stopped,1
INV01089,Seema Yadav,Bangalore,36-45,ICICI Pru Value Discovery Fund,14500,2021-02-01,,14,active,0
INV01090,Vikram Mishra,Hyderabad,46-55,Axis Long Term Equity Fund,5000,2019-05-01,,31,active,0
INV01091,Vivek Dubey,Jaipur,25-35,ICICI Pru Value Discovery Fund,12000,2020-04-01,,25,active,0
INV01092,Archana Pandey,Surat,46-55,HDFC Mid-Cap Opportunities Fund,3000,2022-06-01,2023-07-01,15,stopped,1
INV01093,Sunil Mehta,Kolkata,46-55,Nippon India Small Cap Fund,5500,2018-05-01,,39,active,0
INV01094,Dinesh Joshi,Vadodara,25-35,Mirae Asset Large Cap Fund,2000,2018-07-01,2019-07-01,42,stopped,1
INV01095,Meena Yadav,Lucknow,46-55,ICICI Pru Bluechip Fund,15000,2022-09-01,2023-07-01,10,stopped,1
INV01096,Puja Sharma,Mumbai,25-35,ICICI Pru Value Discovery Fund,3000,2018-11-01,,36,active,0
INV01097,Nitin Gupta,Bangalore,25-35,Nippon India Small Cap Fund,6000,2015-02-01,,61,active,0
INV01098,Vivek Pandey,Visakhapatnam,46-55,ICICI Pru Bluechip Fund,3500,2020-06-01,2021-12-01,31,stopped,1
INV01099,Sunita Shukla,Jaipur,46-55,Kotak Emerging Equity Fund,2000,2020-06-01,,23,active,0
INV01100,Seema Malhotra,Surat,25-35,HDFC Flexi Cap Fund,3000,2018-03-01,2022-07-01,40,stopped,1
INV01101,Anjali Joshi,Delhi,36-45,Kotak Standard Multicap Fund,4500,2015-05-01,2023-09-01,56,stopped,1
INV01102,Ananya Khanna,Chennai,25-35,SBI Bluechip Fund,2000,2017-06-01,,44,active,0
INV01103,Divya Pillai,Indore,25-35,DSP Mid Cap Fund,1500,2015-10-01,,37,active,0
INV01104,Divya Dubey,Chennai,36-45,SBI Small Cap Fund,1000,2016-04-01,2017-06-01,64,stopped,1
INV01105,Ananya Shukla,Kochi,25-35,SBI Bluechip Fund,3500,2020-11-01,,14,active,0
INV01106,Nitin Iyer,Pune,36-45,Aditya Birla SL Frontline Equity,5500,2022-11-01,,21,active,0
INV01107,Neha Verma,Visakhapatnam,36-45,ICICI Pru Value Discovery Fund,5500,2016-07-01,,29,active,0
INV01108,Ananya Iyer,Pune,46-55,UTI Flexi Cap Fund,2500,2017-06-01,2023-04-01,32,stopped,1
INV01109,Neha Saxena,Chandigarh,36-45,Axis Bluechip Fund,15000,2016-12-01,2019-01-01,40,stopped,1
INV01110,Rahul Menon,Bangalore,46-55,Mirae Asset Large Cap Fund,11000,2019-04-01,2024-04-01,24,stopped,1
INV01111,Deepa Gupta,Visakhapatnam,36-45,Nippon India Growth Fund,1500,2016-03-01,2018-08-01,48,stopped,1
INV01112,Suresh Patel,Chandigarh,25-35,Kotak Standard Multicap Fund,4000,2021-01-01,,15,active,0
INV01113,Divya Nair,Bhopal,55+,HDFC Flexi Cap Fund,12500,2021-10-01,2022-09-01,12,stopped,1
INV01114,Sunil Dubey,Kolkata,25-35,Axis Bluechip Fund,13000,2022-07-01,,15,active,0
INV01115,Anjali Mehta,Lucknow,46-55,Kotak Emerging Equity Fund,2500,2016-06-01,,56,active,0
INV01116,Mala Shukla,Bangalore,46-55,Aditya Birla SL Frontline Equity,4500,2015-09-01,2024-10-01,54,stopped,1
